12	7	2	4.3	0.5	0.020	5.8	1.5	0.000
12	7	3	12.7	0.5	0.056	14.2	1.5	0.000
12	7	22	139.3	14.2	0.176	131.4	-5.7	0.490
12	7	32	63.1	0.2	0.810	63.6	0.8	0.385
12	7	35	2.3	-0.3	0.001	2.4	0.1	0.617
12	7	36	11.2	-0.5	0.526	9.2	-2.0	0.397
13	1	1	8.3	0.1	0.811	9.7	1.4	0.000
13	1	2	3.5	0.5	0.022	5.0	1.5	0.000
13	1	3	13.3	0.7	0.003	14.6	1.3	0.000
13	1	22	540.0	1.6	0.465	565.4	4.7	0.314
13	1	32	56.5	-1.2	0.033	56.7	0.3	0.794
13	1	35	2.8	-0.3	0.000	2.7	-0.1	0.026
13	1	36	13.8	-0.6	0.000	12.2	-1.6	0.061
13	4	1	-4.2	0.1	0.811	-1.4	1.2	0.010
13	4	2	-7.1	0.2	0.686	-4.9	2.2	0.001
13	4	3	-1.1	0.2	0.649	0.7	1.8	0.001
13	4	22	125.5	0.1	0.987	146.9	17.0	0.045
13	4	32	75.0	0.4	0.450	75.2	0.4	0.450
13	4	35	3.2	-0.4	0.001	3.2	-0.4	0.001
13	4	36	14.9	-0.8	0.000	10.9	-4.0	0.089
13	5	1	8.5	0.3	0.334	9.4	0.9	0.004
13	5	2	3.3	0.3	0.224	4.2	0.9	0.002
13	5	3	14.1	0.6	0.086	14.8	0.7	0.030
13	5	22	120.2	2.2	0.775	114.8	-4.5	0.526
13	5	32	49.3	-1.8	0.071	50.3	2.0	0.190
13	5	35	3.0	-0.3	0.000	3.1	0.1	0.369
13	5	36	14.7	-0.4	0.002	14.9	0.2	0.916
13	6	1	20.6	0.4	0.084	21.7	1.1	0.002
13	6	2	14.3	0.5	0.022	15.3	1.0	0.000
13	6	3	27.3	1.0	0.004	28.4	1.1	0.014
13	6	22	160.9	-6.0	0.553	169.1	5.1	0.593
13	6	32	42.3	-2.7	0.016	41.6	-1.6	0.487
13	6	35	2.2	-0.2	0.000	2.3	0.1	0.583
13	6	36	12.1	-1.7	0.074	10.4	-0.5	0.221
13	7	1	8.1	0.5	0.051	9.8	1.7	0.000
13	7	2	3.6	0.7	0.020	5.3	1.7	0.000
13	7	3	13.0	0.8	0.006	14.7	1.7	0.000
13	7	22	133.2	15.7	0.111	129.8	-2.6	0.774
13	7	32	59.3	-0.3	0.732	59.6	0.5	0.734
13	7	35	2.7	-0.3	0.000	2.8	0.1	0.351
